January - December 2018 Contiguous U.S. County Average Temperature
Units: Degrees Fahrenheit
Missing: -99
Period of Record: 128 Years
ID,Name,State,Value,Rank,Anomaly (1901-2000 base period),1901-2000 Mean
NY-009,"Cattaraugus County",New York,46.4,111,1.7,44.7
NY-011,"Cayuga County",New York,47.1,96,1,46.1
NY-013,"Chautauqua County",New York,47.6,107,1.7,45.9
NY-015,"Chemung County",New York,47.6,110,1.8,45.9
NY-017,"Chenango County",New York,45.8,105,1.4,44.4
NY-019,"Clinton County",New York,43.5,106,1.8,41.8
NY-021,"Columbia County",New York,49.1,109,2,47.1
NY-023,"Cortland County",New York,45.2,97,1,44.2
NY-025,"Delaware County",New York,45.1,104,1.3,43.8
NY-027,"Dutchess County",New York,50.2,113,2.4,47.8
NY-029,"Erie County",New York,48.1,109,1.9,46.2
NY-031,"Essex County",New York,41.9,106,1.5,40.4
NY-033,"Franklin County",New York,42.1,108,1.9,40.3
NY-035,"Fulton County",New York,45,100,1.3,43.7
NY-037,"Genesee County",New York,47.6,104,1.5,46
NY-039,"Greene County",New York,46.3,102,1.3,45
NY-041,"Hamilton County",New York,41.2,104,1.4,39.8
NY-043,"Herkimer County",New York,43,102,1.3,41.8
NY-045,"Jefferson County",New York,45.6,108,2,43.6
NY-047,"Kings County",New York,55.6,113,2.6,53
NY-049,"Lewis County",New York,43.2,108,1.9,41.3
NY-051,"Livingston County",New York,48.2,108,1.9,46.3
NY-053,"Madison County",New York,45.4,104,1.3,44.1
NY-055,"Monroe County",New York,48.9,110,2,46.9
NY-057,"Montgomery County",New York,46.9,98,1,45.9
NY-059,"Nassau County",New York,54.5,113,2.6,51.9
NY-061,"New York County",New York,55.6,113,2.7,52.9
NY-063,"Niagara County",New York,48.9,108,2,47
NY-065,"Oneida County",New York,45.3,103,1.3,44
NY-067,"Onondaga County",New York,46.9,100,1.2,45.7
NY-069,"Ontario County",New York,47.8,106,1.5,46.3
NY-071,"Orange County",New York,50.4,114,2.5,47.9
NY-073,"Orleans County",New York,48.2,104,1.6,46.6
NY-075,"Oswego County",New York,46.7,107,1.8,44.9
NY-077,"Otsego County",New York,44.9,96,0.9,44
NY-079,"Putnam County",New York,50.9,113,2.6,48.3
NY-081,"Queens County",New York,55.2,113,2.5,52.7
NY-083,"Rensselaer County",New York,48,114,2.4,45.7
NY-085,"Richmond County",New York,55.5,112,2.7,52.8
NY-087,"Rockland County",New York,52.4,114,2.7,49.7
NY-089,"St. Lawrence County",New York,43.9,109,2.1,41.8
NY-091,"Saratoga County",New York,46.9,110,2,44.9
NY-093,"Schenectady County",New York,47.7,108,1.8,45.9
NY-095,"Schoharie County",New York,45.4,98,1,44.5
NY-097,"Schuyler County",New York,47.1,107,1.6,45.5
NY-099,"Seneca County",New York,47.9,91,0.9,47
NY-101,"Steuben County",New York,46.7,106,1.5,45.2
NY-103,"Suffolk County",New York,53.1,114,2.8,50.3
NY-105,"Sullivan County",New York,47.1,109,1.9,45.2
NY-107,"Tioga County",New York,47,101,1.2,45.8
NY-109,"Tompkins County",New York,46.5,94,0.9,45.6
NY-111,"Ulster County",New York,48,111,2,46
NY-113,"Warren County",New York,44.1,108,1.8,42.3
NY-115,"Washington County",New York,46.7,112,2.2,44.5
NY-117,"Wayne County",New York,47.7,96,1,46.7
NY-119,"Westchester County",New York,52.8,116,2.8,50
NY-121,"Wyoming County",New York,46.5,108,1.8,44.7
NY-123,"Yates County",New York,47.6,105,1.4,46.2
NC-001,"Alamance County",North Carolina,59.6,112,1.5,58.1
NC-003,"Alexander County",North Carolina,58.3,102,1.2,57.1
NC-005,"Alleghany County",North Carolina,53.1,120,2.2,50.9
NC-007,"Anson County",North Carolina,63.1,122,2.4,60.8
NC-009,"Ashe County",North Carolina,51.8,120,1.9,49.9
NC-011,"Avery County",North Carolina,50.8,115,1.7,49.2
NC-013,"Beaufort County",North Carolina,63.1,121,2.1,61
NC-015,"Bertie County",North Carolina,61.5,123,2.1,59.4
NC-017,"Bladen County",North Carolina,63.6,122,1.9,61.6
NC-019,"Brunswick County",North Carolina,64.3,119,1.9,62.5
NC-021,"Buncombe County",North Carolina,55.1,120,1.9,53.2
NC-023,"Burke County",North Carolina,58.3,111,1.5,56.8
NC-025,"Cabarrus County",North Carolina,61.1,115,1.7,59.4
NC-027,"Caldwell County",North Carolina,57.6,102,1.2,56.4
NC-029,"Camden County",North Carolina,61.7,126,2.6,59.2
NC-031,"Carteret County",North Carolina,64.5,122,2.2,62.3
NC-033,"Caswell County",North Carolina,58.7,98,1.1,57.7
NC-035,"Catawba County",North Carolina,59.5,115,1.6,57.9
NC-037,"Chatham County",North Carolina,60.8,115,1.7,59.1
NC-039,"Cherokee County",North Carolina,57.1,114,1.3,55.8
NC-041,"Chowan County",North Carolina,62.1,124,2.3,59.8
NC-043,"Clay County",North Carolina,55.9,118,1.7,54.2
NC-045,"Cleveland County",North Carolina,60.1,115,1.5,58.6
NC-047,"Columbus County",North Carolina,64,120,1.9,62.1
NC-049,"Craven County",North Carolina,63.4,121,2.1,61.2
NC-051,"Cumberland County",North Carolina,63.3,121,2.1,61.1
NC-053,"Currituck County",North Carolina,61.8,125,2.5,59.4
NC-055,"Dare County",North Carolina,62.3,105,1.1,61.2
NC-057,"Davidson County",North Carolina,59.7,113,1.7,58
NC-059,"Davie County",North Carolina,59.3,116,2,57.3
NC-061,"Duplin County",North Carolina,62.9,121,1.9,61
NC-063,"Durham County",North Carolina,59.9,110,1.6,58.3
NC-065,"Edgecombe County",North Carolina,61.3,118,1.7,59.5
NC-067,"Forsyth County",North Carolina,59.1,116,2,57.1
NC-069,"Franklin County",North Carolina,60.5,121,2.2,58.3
NC-071,"Gaston County",North Carolina,61.3,120,2.3,58.9
NC-073,"Gates County",North Carolina,60.9,123,2,58.9
NC-075,"Graham County",North Carolina,54.9,108,1.3,53.6
NC-077,"Granville County",North Carolina,59.4,115,2,57.4
NC-079,"Greene County",North Carolina,62.5,122,2,60.5
NC-081,"Guilford County",North Carolina,59.4,114,1.7,57.7
NC-083,"Halifax County",North Carolina,60.8,122,2.2,58.6
NC-085,"Harnett County",North Carolina,62.4,122,2,60.3
NC-087,"Haywood County",North Carolina,51.9,115,1.6,50.3
NC-089,"Henderson County",North Carolina,55.9,108,1.3,54.6
NC-091,"Hertford County",North Carolina,60.6,114,1.7,58.9
NC-093,"Hoke County",North Carolina,63.2,123,2.4,60.7
NC-095,"Hyde County",North Carolina,63.7,122,2,61.7
NC-097,"Iredell County",North Carolina,59.4,116,1.9,57.5
NC-099,"Jackson County",North Carolina,53.3,113,1.5,51.9
NC-101,"Johnston County",North Carolina,62.4,123,2.2,60.2
NC-103,"Jones County",North Carolina,63.1,121,2.1,61
NC-105,"Lee County",North Carolina,61.7,119,2,59.7
NC-107,"Lenoir County",North Carolina,62.7,120,2,60.8
NC-109,"Lincoln County",North Carolina,60.3,117,2,58.3
NC-111,"McDowell County",North Carolina,57.8,120,1.9,55.8
NC-113,"Macon County",North Carolina,54.6,115,1.6,53
NC-115,"Madison County",North Carolina,55.7,119,1.9,53.8
NC-117,"Martin County",North Carolina,61.9,120,2.1,59.8
NC-119,"Mecklenburg County",North Carolina,61.7,120,2.3,59.4
NC-121,"Mitchell County",North Carolina,52.2,114,1.6,50.6
NC-123,"Montgomery County",North Carolina,62,118,2.2,59.8
NC-125,"Moore County",North Carolina,62.3,122,2.4,59.9
NC-127,"Nash County",North Carolina,60.8,118,2,58.8
NC-129,"New Hanover County",North Carolina,64.5,121,2.1,62.4
NC-131,"Northampton County",North Carolina,60.5,121,1.9,58.5
NC-133,"Onslow County",North Carolina,63.9,123,2.3,61.6
NC-135,"Orange County",North Carolina,59.4,110,1.5,57.9
NC-137,"Pamlico County",North Carolina,64,121,2,62
NC-139,"Pasquotank County",North Carolina,62,126,2.6,59.4
NC-141,"Pender County",North Carolina,63.9,124,2.1,61.7
NC-143,"Perquimans County",North Carolina,62,125,2.5,59.5
NC-145,"Person County",North Carolina,58.6,112,1.6,57.1
NC-147,"Pitt County",North Carolina,62.4,119,1.9,60.5
NC-149,"Polk County",North Carolina,59.4,99,1.1,58.3
NC-151,"Randolph County",North Carolina,60.2,110,1.5,58.7
NC-153,"Richmond County",North Carolina,63.4,123,2.7,60.7
NC-155,"Robeson County",North Carolina,63.9,120,2.2,61.7
NC-157,"Rockingham County",North Carolina,58.8,109,1.4,57.4
NC-159,"Rowan County",North Carolina,60,115,1.7,58.3
NC-161,"Rutherford County",North Carolina,59.8,115,1.5,58.3
NC-163,"Sampson County",North Carolina,62.9,120,1.9,61
NC-165,"Scotland County",North Carolina,63.8,125,2.7,61
NC-167,"Stanly County",North Carolina,61.8,117,1.8,60
NC-169,"Stokes County",North Carolina,58.5,117,2.1,56.4
NC-171,"Surry County",North Carolina,57.6,116,2.1,55.5
NC-173,"Swain County",North Carolina,52.8,109,1.2,51.6
NC-175,"Transylvania County",North Carolina,55,118,1.7,53.3
NC-177,"Tyrrell County",North Carolina,62.7,119,2,60.7
NC-179,"Union County",North Carolina,62.3,120,2.2,60.1
NC-181,"Vance County",North Carolina,59.7,118,2.2,57.5
NC-183,"Wake County",North Carolina,61,117,1.8,59.2
NC-185,"Warren County",North Carolina,60.2,122,2.4,57.8
NC-187,"Washington County",North Carolina,62.5,122,2.4,60.1
NC-189,"Watauga County",North Carolina,51.7,115,1.7,50
NC-191,"Wayne County",North Carolina,62.8,124,2.2,60.5
NC-193,"Wilkes County",North Carolina,57.7,118,1.9,55.7
NC-195,"Wilson County",North Carolina,61.9,120,2,59.9
NC-197,"Yadkin County",North Carolina,58.5,115,2,56.5
NC-199,"Yancey County",North Carolina,52.3,119,1.8,50.4
ND-001,"Adams County",North Dakota,41.3,53,-0.2,41.5
ND-003,"Barnes County",North Dakota,40.1,76,0.4,39.7
ND-005,"Benson County",North Dakota,38.7,81,0.8,37.9
ND-007,"Billings County",North Dakota,41.1,49,-0.4,41.5
ND-009,"Bottineau County",North Dakota,38.1,72,0.3,37.9
ND-011,"Bowman County",North Dakota,41.1,37,-0.9,42
ND-013,"Burke County",North Dakota,37.2,48,-0.4,37.7
ND-015,"Burleigh County",North Dakota,40.3,66,0.1,40.2
ND-017,"Cass County",North Dakota,40.6,67,0.2,40.5
ND-019,"Cavalier County",North Dakota,37.3,89,1.2,36.1
ND-021,"Dickey County",North Dakota,41.2,66,0.1,41.1
ND-023,"Divide County",North Dakota,37.6,50,-0.3,37.9
ND-025,"Dunn County",North Dakota,40.8,56,-0,40.8
ND-027,"Eddy County",North Dakota,39.1,78,0.5,38.6
ND-029,"Emmons County",North Dakota,41,49,-0.5,41.4
ND-031,"Foster County",North Dakota,39.2,71,0.2,39
ND-033,"Golden Valley County",North Dakota,41.1,42,-0.8,41.9
ND-035,"Grand Forks County",North Dakota,39.4,75,0.4,39
ND-037,"Grant County",North Dakota,41.5,61,0,41.5
ND-039,"Griggs County",North Dakota,38.9,74,0.4,38.5
ND-041,"Hettinger County",North Dakota,41,54,-0.1,41.1
ND-043,"Kidder County",North Dakota,39.2,52,-0.2,39.5
ND-045,"LaMoure County",North Dakota,40.8,67,0.2,40.6
ND-047,"Logan County",North Dakota,39.7,54,-0.3,40
ND-049,"McHenry County",North Dakota,39.3,68,0.2,39.1
ND-051,"McIntosh County",North Dakota,39.7,43,-0.7,40.4
ND-053,"McKenzie County",North Dakota,40.5,54,-0.2,40.7
ND-055,"McLean County",North Dakota,40.2,63,0.1,40.1
ND-057,"Mercer County",North Dakota,40.8,56,-0.1,40.9
ND-059,"Morton County",North Dakota,41.1,59,-0,41.1
ND-061,"Mountrail County",North Dakota,38.9,59,0.1,38.9
ND-063,"Nelson County",North Dakota,38.3,77,0.5,37.8
ND-065,"Oliver County",North Dakota,40.6,54,-0.3,40.9
ND-067,"Pembina County",North Dakota,39.2,97,1.7,37.5
ND-069,"Pierce County",North Dakota,38.3,77,0.6,37.7
ND-071,"Ramsey County",North Dakota,38.3,82,0.7,37.6
ND-073,"Ransom County",North Dakota,40.9,58,-0.1,41
ND-075,"Renville County",North Dakota,38.3,50,-0.4,38.7
ND-077,"Richland County",North Dakota,41.6,69,0.2,41.4
ND-079,"Rolette County",North Dakota,37,80,0.9,36.1
ND-081,"Sargent County",North Dakota,40.9,47,-0.5,41.4
ND-083,"Sheridan County",North Dakota,39.6,73,0.4,39.2
ND-085,"Sioux County",North Dakota,41.8,58,-0.2,42
ND-087,"Slope County",North Dakota,41.3,41,-0.7,42
ND-089,"Stark County",North Dakota,40.9,51,-0.3,41.2
ND-091,"Steele County",North Dakota,38.9,55,-0.2,39.1
ND-093,"Stutsman County",North Dakota,39.7,62,0,39.7
ND-095,"Towner County",North Dakota,37.5,85,1.1,36.4
ND-097,"Traill County",North Dakota,39.9,54,-0.1,40
ND-099,"Walsh County",North Dakota,39,88,1.1,37.9
ND-101,"Ward County",North Dakota,39.2,62,-0.1,39.3
ND-103,"Wells County",North Dakota,38.8,64,0.1,38.7
ND-105,"Williams County",North Dakota,39.2,58,0,39.2
OH-001,"Adams County",Ohio,54.7,114,1.9,52.8
OH-003,"Allen County",Ohio,51.4,101,1.4,50
OH-005,"Ashland County",Ohio,50.5,109,1.8,48.6
OH-007,"Ashtabula County",Ohio,49.7,112,2.2,47.5
OH-009,"Athens County",Ohio,53.6,110,1.7,51.9
OH-011,"Auglaize County",Ohio,51.2,97,1.1,50.1
OH-013,"Belmont County",Ohio,52.1,102,1.5,50.6
OH-015,"Brown County",Ohio,54.3,116,1.9,52.4
OH-017,"Butler County",Ohio,54.2,112,1.9,52.3
OH-019,"Carroll County",Ohio,51.1,110,1.9,49.2
OH-021,"Champaign County",Ohio,51.5,100,1.2,50.2
OH-023,"Clark County",Ohio,52.2,102,1.4,50.8
OH-025,"Clermont County",Ohio,54.8,115,2,52.8
OH-027,"Clinton County",Ohio,53.4,113,2,51.3
OH-029,"Columbiana County",Ohio,50.2,101,1.3,48.9
OH-031,"Coshocton County",Ohio,51.8,111,1.8,50
OH-033,"Crawford County",Ohio,51,114,2,49
OH-035,"Cuyahoga County",Ohio,51.2,107,1.9,49.2
OH-037,"Darke County",Ohio,52.1,112,1.8,50.3
OH-039,"Defiance County",Ohio,50.6,98,1.3,49.3
OH-041,"Delaware County",Ohio,52.3,103,1.5,50.8
OH-043,"Erie County",Ohio,51.2,94,1.1,50.1
OH-045,"Fairfield County",Ohio,53.2,116,1.9,51.3
OH-047,"Fayette County",Ohio,53,108,1.8,51.1
OH-049,"Franklin County",Ohio,53.5,109,1.8,51.7
OH-051,"Fulton County",Ohio,50.5,104,1.7,48.8
OH-053,"Gallia County",Ohio,54.5,97,1.1,53.4
OH-055,"Geauga County",Ohio,49.6,113,2.4,47.2
OH-057,"Greene County",Ohio,52.9,104,1.6,51.4
OH-059,"Guernsey County",Ohio,52.1,104,1.5,50.6
OH-061,"Hamilton County",Ohio,55.2,117,2,53.2
OH-063,"Hancock County",Ohio,52,115,2.2,49.8
OH-065,"Hardin County",Ohio,52,117,2.2,49.8
OH-067,"Harrison County",Ohio,51.7,111,1.8,49.9
OH-069,"Henry County",Ohio,51.2,106,1.7,49.5
OH-071,"Highland County",Ohio,54.1,122,2.4,51.6
OH-073,"Hocking County",Ohio,53.3,115,1.9,51.4
OH-075,"Holmes County",Ohio,51.2,113,2,49.2
OH-077,"Huron County",Ohio,50.5,96,1.2,49.3
OH-079,"Jackson County",Ohio,54,106,1.6,52.4
OH-081,"Jefferson County",Ohio,51.3,94,1,50.3
OH-083,"Knox County",Ohio,50.7,102,1.4,49.3
OH-085,"Lake County",Ohio,50.9,113,2.5,48.4
OH-087,"Lawrence County",Ohio,55.5,116,1.9,53.6
OH-089,"Licking County",Ohio,51.9,105,1.5,50.4
OH-091,"Logan County",Ohio,51.1,100,1.4,49.7
OH-093,"Lorain County",Ohio,50.6,90,0.9,49.7
OH-095,"Lucas County",Ohio,51.8,109,2.1,49.7
OH-097,"Madison County",Ohio,52.5,106,1.6,50.9
OH-099,"Mahoning County",Ohio,50.4,113,2.2,48.1
OH-101,"Marion County",Ohio,52,112,2,50
OH-103,"Medina County",Ohio,50.7,104,1.6,49.1
OH-105,"Meigs County",Ohio,53.9,97,1.1,52.8
OH-107,"Mercer County",Ohio,51.1,98,1.2,49.9
OH-109,"Miami County",Ohio,52.6,105,1.7,51
OH-111,"Monroe County",Ohio,52.6,101,1.3,51.2
OH-113,"Montgomery County",Ohio,53.1,103,1.5,51.6
OH-115,"Morgan County",Ohio,53.3,114,1.8,51.5
OH-117,"Morrow County",Ohio,50.8,104,1.6,49.2
OH-119,"Muskingum County",Ohio,52.7,114,1.9,50.8
OH-121,"Noble County",Ohio,52.8,109,1.6,51.2
OH-123,"Ottawa County",Ohio,51.6,102,1.5,50.1
OH-125,"Paulding County",Ohio,51,97,1.3,49.7
OH-127,"Perry County",Ohio,52.7,114,1.9,50.8
OH-129,"Pickaway County",Ohio,54.3,119,2.1,52.1
OH-131,"Pike County",Ohio,54.7,121,2.3,52.4
OH-133,"Portage County",Ohio,50.6,119,2.7,47.9
OH-135,"Preble County",Ohio,52.4,110,1.7,50.7
OH-137,"Putnam County",Ohio,51.5,102,1.6,49.9
OH-139,"Richland County",Ohio,50.4,114,2.1,48.3
OH-141,"Ross County",Ohio,54.4,119,2.2,52.2
OH-143,"Sandusky County",Ohio,51.4,100,1.3,50.1
OH-145,"Scioto County",Ohio,55,115,2,53
OH-147,"Seneca County",Ohio,51.1,104,1.5,49.7
OH-149,"Shelby County",Ohio,51.4,99,1.3,50.1
OH-151,"Stark County",Ohio,51.6,119,2.8,48.8
OH-153,"Summit County",Ohio,51.5,116,2.6,49
OH-155,"Trumbull County",Ohio,50.1,113,2.4,47.7
OH-157,"Tuscarawas County",Ohio,51.9,116,2.1,49.8
OH-159,"Union County",Ohio,52.1,104,1.6,50.5
OH-161,"Van Wert County",Ohio,51,98,1.1,49.9
OH-163,"Vinton County",Ohio,53.5,108,1.6,51.9
OH-165,"Warren County",Ohio,54,107,1.8,52.2
OH-167,"Washington County",Ohio,54.1,115,1.8,52.3
OH-169,"Wayne County",Ohio,50.9,110,1.8,49
OH-171,"Williams County",Ohio,49.8,101,1.4,48.4
OH-173,"Wood County",Ohio,51.8,107,2,49.9
OH-175,"Wyandot County",Ohio,52.1,116,2.3,49.9
OK-001,"Adair County",Oklahoma,59,78,0.5,58.6
OK-003,"Alfalfa County",Oklahoma,58.6,85,0.6,58
OK-005,"Atoka County",Oklahoma,62.2,79,0.2,62
OK-007,"Beaver County",Oklahoma,57.6,95,0.9,56.7
OK-009,"Beckham County",Oklahoma,60.9,107,1.5,59.4
OK-011,"Blaine County",Oklahoma,59.7,85,0.7,59
OK-013,"Bryan County",Oklahoma,63.2,89,0.5,62.7
OK-015,"Caddo County",Oklahoma,61,100,1,59.9
OK-017,"Canadian County",Oklahoma,60.2,92,0.8,59.4
OK-019,"Carter County",Oklahoma,62.4,68,-0.1,62.5
OK-021,"Cherokee County",Oklahoma,59.7,69,0.2,59.5
OK-023,"Choctaw County",Oklahoma,62.8,87,0.7,62.2
OK-025,"Cimarron County",Oklahoma,55,84,0.5,54.5
OK-027,"Cleveland County",Oklahoma,61.1,90,0.5,60.5
OK-029,"Coal County",Oklahoma,62,74,0.1,61.9
OK-031,"Comanche County",Oklahoma,62.2,99,1,61.2
OK-033,"Cotton County",Oklahoma,63.1,90,0.7,62.4
OK-035,"Craig County",Oklahoma,58.5,54,-0.1,58.6
OK-037,"Creek County",Oklahoma,59.9,70,0,59.9
OK-039,"Custer County",Oklahoma,59.9,96,1.1,58.9
OK-041,"Delaware County",Oklahoma,58.6,68,0.1,58.5
OK-043,"Dewey County",Oklahoma,58.9,88,0.7,58.2
OK-045,"Ellis County",Oklahoma,58.4,102,1.1,57.3
OK-047,"Garfield County",Oklahoma,59.1,84,0.5,58.6
OK-049,"Garvin County",Oklahoma,61.9,84,0.3,61.6
OK-051,"Grady County",Oklahoma,61.4,99,1.1,60.3
OK-053,"Grant County",Oklahoma,58.5,81,0.4,58
OK-055,"Greer County",Oklahoma,62,108,1.5,60.5
OK-057,"Harmon County",Oklahoma,62.3,106,1.4,60.9
OK-059,"Harper County",Oklahoma,57.9,83,0.5,57.4
OK-061,"Haskell County",Oklahoma,61.3,69,0.2,61.1
OK-063,"Hughes County",Oklahoma,61.2,74,0.1,61.1
OK-065,"Jackson County",Oklahoma,62.9,109,1.4,61.5
OK-067,"Jefferson County",Oklahoma,63,73,0.1,62.9
OK-069,"Johnston County",Oklahoma,62.3,77,0.2,62.1
OK-071,"Kay County",Oklahoma,58.4,73,0.1,58.3
OK-073,"Kingfisher County",Oklahoma,60,77,0.3,59.7
OK-075,"Kiowa County",Oklahoma,62,109,1.5,60.5
OK-077,"Latimer County",Oklahoma,60.8,60,-0.2,60.9
OK-079,"Le Flore County",Oklahoma,60.9,83,0.5,60.3
OK-081,"Lincoln County",Oklahoma,60,49,-0.4,60.4
OK-083,"Logan County",Oklahoma,59.8,61,0.1,59.7
OK-085,"Love County",Oklahoma,63.1,73,0,63.1
OK-087,"McClain County",Oklahoma,61.6,95,0.9,60.7
OK-089,"McCurtain County",Oklahoma,62.3,108,1.3,61
OK-091,"McIntosh County",Oklahoma,61.4,75,0.3,61.1
OK-093,"Major County",Oklahoma,59.2,85,0.6,58.6
OK-095,"Marshall County",Oklahoma,63,78,0.1,62.8
OK-097,"Mayes County",Oklahoma,59.3,55,-0.3,59.6
OK-099,"Murray County",Oklahoma,61.9,74,0,61.9
OK-101,"Muskogee County",Oklahoma,61.2,77,0.4,60.8
OK-103,"Noble County",Oklahoma,59.4,79,0.3,59
OK-105,"Nowata County",Oklahoma,58.7,68,0,58.6
OK-107,"Okfuskee County",Oklahoma,60.7,72,-0,60.7
OK-109,"Oklahoma County",Oklahoma,60.4,72,0.3,60.1
OK-111,"Okmulgee County",Oklahoma,60.9,72,0.1,60.8
OK-113,"Osage County",Oklahoma,58.6,68,0.1,58.6
OK-115,"Ottawa County",Oklahoma,58.8,89,0.6,58.2
OK-117,"Pawnee County",Oklahoma,59.5,76,0.2,59.3
OK-119,"Payne County",Oklahoma,59.6,61,-0,59.6
OK-121,"Pittsburg County",Oklahoma,61.3,60,-0.1,61.4
OK-123,"Pontotoc County",Oklahoma,61.6,78,0.2,61.4
OK-125,"Pottawatomie County",Oklahoma,61,74,0.2,60.9
OK-127,"Pushmataha County",Oklahoma,61.5,84,0.4,61.1
OK-129,"Roger Mills County",Oklahoma,59.8,106,1.4,58.4
OK-131,"Rogers County",Oklahoma,59.6,71,0.2,59.5
OK-133,"Seminole County",Oklahoma,61,74,0,60.9
OK-135,"Sequoyah County",Oklahoma,61.1,89,0.6,60.5
OK-137,"Stephens County",Oklahoma,62.1,85,0.3,61.7
OK-139,"Texas County",Oklahoma,56.9,92,0.8,56
OK-141,"Tillman County",Oklahoma,63.2,104,1.1,62.1
OK-143,"Tulsa County",Oklahoma,60.2,76,0.3,59.9
OK-145,"Wagoner County",Oklahoma,60.6,71,0.1,60.4
OK-147,"Washington County",Oklahoma,58.7,70,0.2,58.6
OK-149,"Washita County",Oklahoma,60.8,102,1.2,59.6
OK-151,"Woods County",Oklahoma,58.1,82,0.5,57.5
OK-153,"Woodward County",Oklahoma,58.2,85,0.6,57.6
OR-001,"Baker County",Oregon,46.6,120,2.2,44.4
OR-003,"Benton County",Oregon,53.1,115,1.6,51.5
OR-005,"Clackamas County",Oregon,49.7,122,2.1,47.6
OR-007,"Clatsop County",Oregon,50.9,120,2,48.9
OR-009,"Columbia County",Oregon,51.7,118,2,49.7
OR-011,"Coos County",Oregon,53.3,116,2,51.3
OR-013,"Crook County",Oregon,46.5,116,1.8,44.7
OR-015,"Curry County",Oregon,53.5,118,2,51.6
OR-017,"Deschutes County",Oregon,45.1,115,1.7,43.4
OR-019,"Douglas County",Oregon,51.8,118,2,49.8
OR-021,"Gilliam County",Oregon,51.5,116,2.3,49.1
OR-023,"Grant County",Oregon,44.9,112,1.5,43.3
OR-025,"Harney County",Oregon,46.8,115,2.1,44.7
OR-027,"Hood River County",Oregon,46.9,122,2.3,44.6
OR-029,"Jackson County",Oregon,51.3,116,2,49.3
OR-031,"Jefferson County",Oregon,48.3,117,1.9,46.4
OR-033,"Josephine County",Oregon,52.1,118,2.2,49.8
OR-035,"Klamath County",Oregon,45.5,118,2.2,43.3
OR-037,"Lake County",Oregon,46,116,2,44
OR-039,"Lane County",Oregon,50.8,117,1.7,49.1
OR-041,"Lincoln County",Oregon,52.3,115,1.4,50.9
OR-043,"Linn County",Oregon,50.4,120,1.9,48.5
OR-045,"Malheur County",Oregon,49,117,2,47
OR-047,"Marion County",Oregon,51.1,122,2.1,49
OR-049,"Morrow County",Oregon,50.8,118,2.3,48.5
OR-051,"Multnomah County",Oregon,52.8,122,2.3,50.5
OR-053,"Polk County",Oregon,53,122,2.1,50.9
OR-055,"Sherman County",Oregon,51.3,118,2.3,49
OR-057,"Tillamook County",Oregon,50.6,120,1.8,48.7
OR-059,"Umatilla County",Oregon,49.8,118,2.3,47.5
OR-061,"Union County",Oregon,45.2,117,1.9,43.4
OR-063,"Wallowa County",Oregon,44.2,108,1.5,42.6
OR-065,"Wasco County",Oregon,49.6,121,2.2,47.4
OR-067,"Washington County",Oregon,52.2,121,2.1,50.1
OR-069,"Wheeler County",Oregon,47.8,111,1.5,46.3
OR-071,"Yamhill County",Oregon,53,122,2,51
PA-001,"Adams County",Pennsylvania,53,110,1.8,51.1
PA-003,"Allegheny County",Pennsylvania,52,101,1.3,50.7
PA-005,"Armstrong County",Pennsylvania,50.2,108,1.5,48.7
PA-007,"Beaver County",Pennsylvania,50.8,89,0.8,50
PA-009,"Bedford County",Pennsylvania,51.2,112,1.6,49.6
PA-011,"Berks County",Pennsylvania,52.8,114,2.2,50.6
PA-013,"Blair County",Pennsylvania,49.9,109,1.4,48.5
PA-015,"Bradford County",Pennsylvania,47.5,109,1.6,45.9
PA-017,"Bucks County",Pennsylvania,53.6,115,2.8,50.8
PA-019,"Butler County",Pennsylvania,49.7,95,1.1,48.7
PA-021,"Cambria County",Pennsylvania,48.2,107,1.3,46.9
PA-023,"Cameron County",Pennsylvania,47,79,0.3,46.7
PA-025,"Carbon County",Pennsylvania,48.6,112,2,46.6
PA-027,"Centre County",Pennsylvania,48.6,84,0.5,48.1
PA-029,"Chester County",Pennsylvania,53.8,115,2.3,51.5
PA-031,"Clarion County",Pennsylvania,48.9,109,1.8,47.1
PA-033,"Clearfield County",Pennsylvania,48,103,1.1,46.8
PA-035,"Clinton County",Pennsylvania,48.2,84,0.5,47.7
PA-037,"Columbia County",Pennsylvania,49.5,109,1.6,47.9
PA-039,"Crawford County",Pennsylvania,48.5,112,2.2,46.4
PA-041,"Cumberland County",Pennsylvania,53.1,113,2,51.1
PA-043,"Dauphin County",Pennsylvania,52.5,113,2.3,50.2
PA-045,"Delaware County",Pennsylvania,55.6,115,2.5,53
PA-047,"Elk County",Pennsylvania,47.6,115,2.1,45.5
PA-049,"Erie County",Pennsylvania,48.8,113,2.2,46.6
PA-051,"Fayette County",Pennsylvania,51.1,104,1.4,49.7
PA-053,"Forest County",Pennsylvania,48,111,2,45.9
PA-055,"Franklin County",Pennsylvania,52.6,106,1.6,51
PA-057,"Fulton County",Pennsylvania,52.1,111,1.6,50.5
PA-059,"Greene County",Pennsylvania,52.2,108,1.5,50.7
PA-061,"Huntingdon County",Pennsylvania,51.2,107,1.4,49.8
PA-063,"Indiana County",Pennsylvania,49.7,108,1.4,48.2
PA-065,"Jefferson County",Pennsylvania,48.1,109,1.8,46.4
PA-067,"Juniata County",Pennsylvania,51.7,106,1.3,50.5
PA-069,"Lackawanna County",Pennsylvania,47.5,108,1.9,45.7
